Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Mood_Label,Confidence,Mental_Health_Benefit,Musical_Features
Bollywood Music,Bollywood,9,[],Bollywood Beat,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,96052,Neutral,0.75,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Nazm Nazm,Arko,68,"['hindi pop', 'bollywood', 'bangla pop', 'desi pop']",Best of Romance 2024,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,226941,Neutral,0.885,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bollywood Bounce,WAR TECH,23,[],Bollywood Battle Beats,5,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,213637,Calm,0.405,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Mashup - 2,Paras Nath,48,['bhajan'],B Reprised On Flute -Mashup 1 And 2,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,400710,Calm,0.372,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Mashup-Bengali Medly Songs,Madhusmita,40,['bhajan'],Bollywood Mashup-Bengali Medly Songs,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,529055,Calm,0.505,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
"Tere Bina, Jeeta Tha, Woh Ladki, Ek Din Jhagda, Kitna Haseen, Dil Mein, Aitbaar Nahi, Mouka Milenga, Rascals, Tik Tuk",Rahat Fateh Ali Khan,77,"['sufi', 'qawwali', 'bollywood', 'hindi pop', 'desi', 'ghazal']",Bollywood Mashup Compilation,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,318824,Neutral,0.879,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Hollywood-Bollywood-Lollywood,Masala Soundsystem,12,[],Long Play,12,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,322986,Calm,0.437,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Jaipur,Ishaan Patel,0,[],The Best Bollywood Music,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,196824,Calm,0.439,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood,Burak Balkan,34,[],Bollywood,4,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,206445,Calm,0.254,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Ishq Da Maara Hai (Mix)[Remix By Jatin Sharma],Sukhwinder Singh,72,"['bollywood', 'desi', 'hindi pop']",Check That ! Ultimate Bollywood Remix,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,261596,Neutral,0.883,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"Tropical Bollyfusion, Vol. 3 (Lockdown Edition)",DJ KA$H,11,[],"Tropical Bollyfusion, Vol. 3 (Lockdown Edition)",8,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1443500,Neutral,0.72,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bollywood Lounge (Sexy Songs),Bombay Lounge,10,['lounge'],Hindi Music - Sensuality Indian Sunset Chill Lounge Music Flow Yoga Mudra,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,279823,Calm,0.458,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Boom Jawani (Setters),Enbee,25,[],Boom Jawani (Setters),0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,155921,Neutral,0.724,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bollywood Vibe,Ganger Baster,33,[],Bollywood Vibe,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,153131,Neutral,0.828,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bollywood B-Boy Battle,Kalianji,2,[],Bombay 2: Electric Vindaloo,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,176160,Calm,0.436,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Aayo Re Aayo,Catchy,15,['indian indie'],Aayo Re Aayo,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,167471,Calm,0.381,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Oh! What A Babe! (Mix)[Remix By Jatin Sharma],Sunidhi Chauhan,78,"['bollywood', 'desi', 'hindi pop']",Check That ! Ultimate Bollywood Remix,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,289413,Neutral,0.881,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Tv,Danny,59,[],1999 대한민국,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,206106,Neutral,0.878,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Rag Bilaskhani Todi,Imrat Khan,10,[],Rag Miya Ki Todi & Rag Bilaskhani Todi,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1446000,Neutral,0.69,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bollywood Brass & Blood,AllThingsMin AI Beats,2,[],Bollywood Brass & Blood,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,164959,Calm,0.44,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Days,Andrew Littlewood,0,[],"Andy L, Vol. 2",0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,127874,Calm,0.41,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Masters of India,Ishaan Patel,0,[],The Best Bollywood Music,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,192712,Calm,0.439,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
"Sawari Taal (From ""A Gift To Ustad Allahrakha 75Th Birthday"")",Alla Rakha,25,[],Indian Classical Instrumental - Best Of Raag: Taal,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,857226,Calm,0.473,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Tasveer Teri Dil Mein Trap Mix,Anurag Abhishek,37,[],Tasveer Teri Dil Mein Trap Mix,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,134266,Neutral,0.87,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Indian Trap - Instrumental,Instrumental Rap Hip Hop,30,['freestyle'],Hip Hop Beats (Brooklyn Instrumental),3,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,102400,Neutral,0.877,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Parbat Ke Us Paar - Chill Trap,DJ Carron,30,[],Parbat Ke Us Paar - Chill Trap,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,160909,Neutral,0.768,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
A Bar Song - Bollywood,Bollywood Dance,1,['bhangra'],A Bar Song,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,174360,Calm,0.448,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Holly Meets Bolly,DJ Saquib,35,[],Chillout Mashups - Extended,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,194551,Neutral,0.713,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Holi Song,Asmi Rishal,0,[],Bollywood Holi Party Songs,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,217636,Calm,0.466,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
"Vashmalle (From ""Thugs of Hindostan"")",Swapna Gothiwadekar,0,[],Rang Barse Happy Holi,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,276604,Calm,0.452,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Eid,Bollywood Music,9,[],The Best Bollywood Music,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,209857,Calm,0.445,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Dance Party Bhangra Beats Indian Music Hindi Indian club hits non-stop desi wedding dance songs,Sing Dance,1,[],Bollywood Dance Party Bhangra Beats Indian Music Hindi Indian club hits non-stop desi wedding dance songs,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,1862147,Neutral,0.73,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raag Hindolam,Taufiq Qureshi,16,[],The Art of Indian Fusion Drumming,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,525364,Calm,0.522,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Reggaeton,Marchese,0,[],Bollywood India Grooves,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,145100,Calm,0.435,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Ramadan,Bollywood Music,9,[],The Best Bollywood Music,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,262675,Calm,0.463,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Nach Punjaban (Mix)[Remix By Jatin Sharma],Sonu Nigam,81,"['kannada pop', 'bollywood', 'sandalwood', 'hindi pop', 'desi', 'marathi pop']",Check That ! Ultimate Bollywood Remix,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,292501,Neutral,0.881,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Tik Tok Dance India,Desi Music Bollywood,2,['desi pop'],Bhangra vs Bollywood,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,130285,Calm,0.4,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
9XM Smashup #140,Badshah,78,"['bollywood', 'desi', 'hindi pop', 'desi hip hop', 'hindi hip hop', 'desi pop']",9XM Smashup #140,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,220560,Neutral,0.883,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"Baangur (From ""I AM"") - Remix",Amit Trivedi,76,"['bollywood', 'hindi pop', 'desi', 'gujarati garba']","Bollywood Grooves, 2",0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,298760,Neutral,0.881,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bijli,Sunidhi Chauhan,78,"['bollywood', 'desi', 'hindi pop']",Power Cut (Original Motion Picture Soundtrack),0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,197266,Neutral,0.88,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
L.I.G.H.T (Instrumental),Monty,22,"['bhangra', 'desi pop']",Black,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,158641,Calm,0.267,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Rag Hindol-Hem,Ali Akbar Khan,31,[],Then And Now,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,2997826,Neutral,0.734,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Indo Western Fusion Party Mix - Instrumental,Siddhant Khattri,15,"['devotional', 'bhajan']",Flow,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,179000,Calm,0.404,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
We Rollin,Bollywood Boys,2,['hindi indie'],We Rollin,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,139990,Calm,0.428,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Pew Pew Pew,Bollywood,9,[],Bollywood Dancing Songs Instrumentals,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,104019,Neutral,0.706,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"Cash (From ""Cash"")",Sunidhi Chauhan,78,"['bollywood', 'desi', 'hindi pop']",Bollywood Beats By Vishal-Shekhar,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,296588,Neutral,0.881,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Jashn Ki Shaam,Sidhant Kapoor,3,[],Bollywood Today,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,159310,Calm,0.431,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
बॉलीवुड की धुन,edivieira,22,['christian'],बॉलीवुड की धुन,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,224418,Calm,0.428,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Dubstep Bollywood,Dj New Deli,0,[],50 Shades of Dubstep,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,207200,Calm,0.461,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood (feat. Taz),Mr. Vegas,59,"['dancehall', 'ragga', 'reggae', 'soca', 'azonto', 'riddim', 'shatta']",Bollywood (feat. Taz) - Single,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,217128,Neutral,0.877,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Second Harvest,Bollywood Dream Team,7,[],Bollywood Dream Lounge,4,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,318106,Calm,0.46,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Desi Grooves देसी ग्रूव्स,Bollywood Music Club,3,['bhangra'],Bollywood Dance Party Mix #1,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,119999,Calm,0.395,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Nights,Ishaan Patel,0,[],The Best Bollywood Music,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,172850,Calm,0.437,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Love Songs,Bollywood Music,9,[],The Best Bollywood Music,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,226475,Calm,0.452,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
"Proper Patola (From ""Proper Patola"") (feat. Badshah)",Diljit Dosanjh,79,"['bhangra', 'punjabi pop', 'punjabi hip hop', 'desi', 'bollywood']",Best of Bollywood: Wedding Beats,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,150640,Neutral,0.879,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Rajwada Chowk Midnight Pages - Indore Deep Focus,Bollywood Lo-Fi Beats,1,[],"Bollywood Lo-Fi Beats — Study & Reading Tea Steam, Window Rain & Calm Instrumentals",0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,231879,Calm,0.468,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Dream at Dawn,B*tch Lasagna,0,['vaporwave'],Sad Indian LoFi: Bollywood Songs & Refreshing Hindi Vibes to Study / Relax / Cry,4,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,196000,Calm,0.463,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Delhi,Bollywood Music,9,[],The Best Bollywood Music,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,222523,Calm,0.451,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Mumbai Nights - Bollywood Vocal Mix,Taj Ranjid,1,[],Vibes of India (Deluxe Chillout Lounge Music with Exotic Buddha Oriental India Flavor),3,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,333473,Calm,0.455,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Dhinka Chika,Devi Sri Prasad,77,"['telugu pop', 'tollywood', 'tamil dance', 'tamil pop', 'kollywood']",Bollywood Hits Vol-2,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,274266,Neutral,0.883,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Hot Hindi Hit,Hindi Vibe,13,[],Hot Hindi Hits - Best Indian Music To Dance (Disco Oriental Rhythms),0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,230804,Calm,0.447,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Movie Star,Raj Ramayya,33,[],Spicy Beats,2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,380618,Calm,0.466,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
JAANE KYA LAAGE - REMIX,Alka Yagnik,84,"['bollywood', 'hindi pop', 'desi']",JAANE KYA LAAGE - REMIX,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,156557,Neutral,0.878,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Rangeela Re - Lo-Fi Revival,Dr.Vilest,21,[],Rangeela Re (Lo-Fi Revival),0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,188000,Calm,0.383,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Tega,Saddam,18,[],Tega,12,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,305666,Calm,0.432,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Neon Bollywood,AllThingsMin AI Beats,2,[],Neon Bollywood,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,169199,Calm,0.443,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Mirage,AllThingsMin AI Beats,2,[],Bollywood Mirage,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,173559,Calm,0.445,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Desi Dutch - Utfy Club Mix,Utteeya,34,[],Desi Dutch (Utfy Club Mix),0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,145043,Neutral,0.846,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raag Jan Sammohini,Hindi Lounge,7,[],Indian Cuisine - Best Background Music for Cooking & Eating,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,210750,Calm,0.445,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Dhol Tronic,Beat Factory,14,[],Bombay Beats: Mumbai Grooves,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,34075,Neutral,0.855,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Aadataan Kharaab,Sidhant Kapoor,3,[],Bollywood Today,8,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,268132,Calm,0.435,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Fake Taxy,Hactix,25,['tamil indie'],Fake Taxy,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,175453,Calm,0.301,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Indian Trap,Royalty Free Music Background,24,[],Indian Trap,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,90000,Neutral,0.866,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Lapsang Lounge,Bollywood Dream Team,7,[],Bollywood Dream Lounge,3,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,306333,Calm,0.462,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Bounce - Loop 1 Mix,WAR TECH,23,[],Bollywood Battle Beats,8,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,62400,Neutral,0.879,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Diwali,Bollywood Music,9,[],The Best Bollywood Music,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,242546,Calm,0.457,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Afterparty,PALA,25,[],Tropical Winter,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,172429,Calm,0.281,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Indian Lounge Bollywood,Bombay Lounge,10,['lounge'],Indian Lounge Music 2014 Bollywood Global Music India Style Selection,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,347742,Calm,0.49,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Masti Ki Raat मस्ती की रात,Bollywood Music Club,3,['bhangra'],Bollywood Dance Party Mix #1,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,172919,Calm,0.44,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Hindi Bollywood,Ishaan Patel,0,[],The Best Bollywood Music,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,236979,Calm,0.471,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bollywood Adventures - Vocal Radio Edit,Jason Rivas,15,"['funky house', 'latin house', 'tribal house', 'nu disco']",Bollywood Adventures,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,212000,Calm,0.435,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Al-Hijra,Ishaan Patel,0,[],The Best Bollywood Music,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,189536,Calm,0.456,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
DESI SHAKE (URBAN FLAVOUR),Sagar Malik,9,['dancehall'],DESI SHAKE (URBAN FLAVOUR),2,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,349272,Calm,0.486,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
"Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,82,"['bollywood', 'desi', 'hindi pop']",Bollywood Party Pulse - World Music Day,3,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,169686,Neutral,0.878,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bollywood Midnight Romance,AllThingsMin AI Beats,2,[],Bollywood Midnight Romance,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,174959,Calm,0.445,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bhor Yahaan,Lofi Origin,10,[],Sad Indian LoFi: Bollywood Songs & Refreshing Hindi Vibes to Study / Relax / Cry,5,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,171000,Calm,0.413,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
